DRUGID,TARGETID,DRUGNAME
D09QXC,T83193,PMID25666693-Compound-79
D0B4NI,T83193,PMID25666693-Compound-77
D0CX4C,T83193,PMID25666693-Compound-76
D0DC4O,T83193,PMID25666693-Compound-74
D0DE5I,T83193,PMID25666693-Compound-78
D0EC3Z,T83193,PMID25666693-Compound-82
D0FJ1N,T13629,PMID30107136-Compound-Example42
D0FK4P,T13629,PMID30107136-Compound-Example48
D0H4TR,T83193,PMID25666693-Compound-80
D0H6CX,T83193,PMID25666693-Compound-72
D0HC9K,T13629,PMID30107136-Compound-Example41
D0K7NC,T59631,PMID30107136-Compound-Example16
D0OC6A,T83193,PMID25666693-Compound-75
D0Q8JK,T15776,Thiazole carboxamide derivative 15
D0QP4N,T83193,PMID25666693-Compound-81
D0UE9K,T83193,PMID25666693-Compound-83
D0W0MT,T13629,PMID30107136-Compound-Example51
D0W1RQ,T13629,PMID30107136-Compound-Example44
D0Z3HW,T15776,Thiazole carboxamide derivative 30
D0KF3A,T83193,PMID25666693-Compound-98
D0LC2G,T97035,Cyclohexyl carbamate derivative 7
D0DI6U,T46526,Alkyl mannoside derivative 10
D0ZP2C,T83193,PMID25666693-Compound-105
D07FMW,T15776,PMID25684022-Compound-US20130053382 38(5-7)
D0IO2X,T15776,PMID25684022-Compound-WO2011137219 38(5-7)
D0PY0G,T07173,PMID28270021-Compound-WO2010077680 201
D05AQT,T07173,PMID28270021-Compound-WO2014078408Example1
D0R9PD,T76685,Hydrazide derivative 1
D07IHT,T37693,"N,N-methylenebis-2-phenylacetamide and benzenesulfonamide derivative 1"
D0GZ4G,T83193,PMID25666693-Compound-4
D0Y1NH,T84703,Azaindazole amide derivative 1
D0ZS3E,T83193,PMID25666693-Compound-152
D0Y1SI,T83193,PMID25666693-Compound-100
D09SLI,T46526,Aryl mannoside derivative 13
D0KU5J,T97035,Resorcinol compound 5
D0KX1A,T46526,Aryl mannoside derivative 6
D0M4WY,T83193,PMID25666693-Compound-29
D0V3PI,T83193,PMID25666693-Compound-36
D0N2UQ,T83193,PMID25666693-Compound-24
D0O8SX,T07173,"Pyrazolo[4,3-h]quinazoline-3-carboxamide derivative 1"
D0E6LU,T97035,Resorcinol compound 10
D00LMA,T15776,Heteroaryl-carboxamide derivative 4
D00ZXR,T15776,Heteroaryl-carboxamide derivative 3
D03WFI,T15776,Heteroaryl-carboxamide derivative 9
D05SMP,T83193,PMID25666693-Compound-116
D07FWF,T83193,PMID25666693-Compound-117
D08SNT,T15776,Heteroaryl-carboxamide derivative 2
D08YAL,T83193,PMID25666693-Compound-111
D0C5NT,T83193,PMID25666693-Compound-114
D0DN3Q,T07173,"Pyrazolo[1,5-a]pyridine derivative 1"
D0E0SA,T83193,PMID25666693-Compound-110
D0GH9W,T15776,Heteroaryl-carboxamide derivative 6
D0H7SO,T15776,Heteroaryl-carboxamide derivative 1
D0JR0F,T15776,Thiazole carboxamide derivative 25
D0K8XT,T15776,Thiazole carboxamide derivative 10
D0MG4D,T15776,Heteroaryl-carboxamide derivative 5
D0MW7L,T15776,Heteroaryl-carboxamide derivative 7
D0NB5M,T83193,PMID25666693-Compound-35
D0TB2H,T15776,Heteroaryl-carboxamide derivative 10
D0WT9J,T15776,Heteroaryl-carboxamide derivative 8
D0K3KE,T83193,PMID25666693-Compound-155
D0S0II,T07173,"Pyrrolo[2,3-d]pyrimidine derivative 3"
D0W4AA,T83193,PMID25666693-Compound-33
D0YN0I,T07173,PMID28270021-Compound-WO2014078408Example26
D0YU9B,T83193,PMID25666693-Compound-151
D05SWL,T83193,PMID25666693-Compound-28
D0SG8X,T53381,PMID30124346-Compound-LDT66
D0AQ3U,T83193,PMID25666693-Compound-153
D0S6IA,T52624,PMID25623274-Compound-WO2014132220C2
D04TIU,T83193,PMID25666693-Compound-154
D02XVC,T13629,Phenylate derivative 2
D05RBF,T83193,PMID25666693-Compound-99
D0IR7H,T83193,PMID25666693-Compound-27
D01RUK,T83193,PMID25666693-Compound-104
D0F4DI,T83193,PMID25666693-Compound-30
D0AX9N,T64765,Biphenyl derivative 4
D0CM5P,T62841,Quinazoline derivative 10
D0P0WF,T15776,PMID25684022-Compound-WO2011137219 35(1-11)
D0SB4A,T15776,PMID25684022-Compound-US20130053382 35(1-11)
D06SWT,T46526,Aryl mannoside derivative 5
D0F3HP,T83193,PMID25666693-Compound-101
D0M9KZ,T20761,Pyridine derivative 4
D0NV2M,T83193,PMID25666693-Compound-157
D0R7CP,T13629,Bromo benzyl ether derivative 2
D09BGB,T46526,Aryl mannoside derivative 1
D0DH0Y,T46526,Aryl mannoside derivative 12
D0I1YQ,T15776,Pyrazolopyridines and imidazopyridine derivative 1
D0RY6M,T15776,Heterocyclic-carboxamide derivative 1
D01DNH,T83193,PMID25666693-Compound-150
D01LGQ,T83193,PMID25666693-Compound-103
D0N9FJ,T83193,PMID25666693-Compound-7
D0IK1S,T83193,PMID25666693-Compound-102
D0IP5E,T83193,PMID25666693-Compound-9
D0W7FS,T69685,PMID29338548-Compound-21
D0VD5J,T07173,PMID28270021-Compound-WO2015042088Example12
D0Y0XJ,T07173,PMID28270021-Compound-WO2013009582Example76
D0MZ7K,T07173,"Triazolo[4,3-b]pyridazine derivative 2"
D0U5XI,T07173,PMID28270021-Compound-WO2015042088Example11
D07POS,T46526,Alkyl mannoside derivative 12
D0A3XC,T83193,PMID25666693-Compound-25
D0GR3C,T46526,Biphenyl mannoside derivative 22
D0D6OM,T46526,Alkyl mannoside derivative 7
D0E7FT,T78709,PMID30124346-Compound-60TABLE5
D0N0TF,T83193,PMID25666693-Compound-156
D0CR8J,T46526,Biphenyl mannoside derivative 26
D0SD4Q,T46526,Aryl mannoside derivative 11
D0YD1Q,T15776,PMID25684022-Compound-EP20041486488
D0A0YI,T83193,PMID25666693-Compound-34
D0G6IQ,T83193,PMID25666693-Compound-143
D0MY3K,T83193,PMID25666693-Compound-109
D00CRQ,T13629,Phenylate derivative 1
D01HED,T83193,PMID25666693-Compound-158
D0WQ9X,T99948,PMID30107136-Compound-Example1
D08ZEM,T62841,Quinazoline derivative 11
D08VTV,T05880,PMID28350212-Compound-7
D0RK6W,T07173,"Pyrazolo[4,3-c]pyridine derivative 1"
D0EV3G,T83193,PMID25666693-Compound-26
D0C9FN,T83193,PMID25666693-Compound-87
D07BFP,T76685,PMID27215781-Compound-37
D0EC3H,T62841,Quinazoline derivative 12
D0U5CQ,T83193,PMID25666693-Compound-54
D0Z4QQ,T83193,PMID25666693-Compound-160
D0TY1Q,T46526,Mannoside derivative 9
D0R9RP,T83193,PMID25666693-Compound-32
D0EQ3V,T97035,Resorcinol compound 4
D0O0UG,T83193,PMID25666693-Compound-86
D0O7IQ,T83193,PMID25666693-Compound-6
D0PT0U,T83193,PMID25666693-Compound-112
D0X1LP,T07173,N-acylpiperidine ether derivative 3
D0X4LA,T07173,N-acylpyrrolidine ether derivative 1
D02OAH,T83193,PMID25666693-Compound-5
D0CG8N,T07173,Tri-substituted urea derivative 2
D02IBX,T07173,"Pyrrolo[2,3-b]pyridine derivative 3"
D01HJQ,T76685,Aminoazetidine derivative 1
D02OBW,T76685,Aminoazetidine derivative 2
D09VRO,T97035,Cyclohexyl carbamate derivative 6
D0C0KI,T76685,Aminoazetidine derivative 7
D0IC3K,T76685,N-phenyl-5-phenyl-pyrazolin-3-yl amide derivative 1
D0J8GO,T76685,Aminoazetidine derivative 4
D0K0DV,T76685,N-phenyl-5-phenyl-pyrazolin-3-yl amide derivative 2
D0LX2Y,T76685,Aminoazetidine derivative 8
D0QH5I,T76685,N-phenyl-5-phenyl-pyrazolin-3-yl amide derivative 3
D0T8VE,T76685,Aminoazetidine derivative 5
D0U3VU,T76685,Aminoazetidine derivative 9
D0VL5E,T76685,Aminoazetidine derivative 3
D07RQA,T46526,Alkyl mannoside derivative 8
D0A8LU,T83193,PMID25666693-Compound-113
D0D1TS,T37693,Isoquinoline derivative 2
D0DP8E,T13629,PMID30107136-Compound-Example57
D0EI4B,T13629,N-phenyl-pyridine-2-carboxamide derivative 2
D0F4IF,T13629,N-phenyl-pyridine-2-carboxamide derivative 1
D0G3UV,T83193,PMID25666693-Compound-55
D0H0CH,T13629,PMID30107136-Compound-Example54
D0J4LV,T13629,PMID30107136-Compound-Example53
D0ON4M,T83193,PMID25666693-Compound-8
D0SD4G,T83193,PMID25666693-Compound-16
D0TC7X,T37693,Isoquinoline derivative 1
D0TJ4D,T13629,PMID30107136-Compound-Example58
D0ZM1H,T37693,Isoquinoline derivative 3
D0ZQ2W,T83193,PMID25666693-Compound-96
D0UT9H,T97035,Cyclohexyl carbamate derivative 5
D0ZC7W,T64765,Phenylsulfonyl derivative 4
D06VTI,T18551,Macrocycle derivative 1
D07JNJ,T83193,PMID25666693-Compound-17
D0D8LP,T64765,Phenylsulfonyl derivative 3
D0P2BJ,T62841,Quinazoline derivative 13
D01EVP,T97035,Resorcinol compound 17
D0R8GA,T83193,PMID25666693-Compound-14
D0TT0B,T76685,"1,2,4-triazole derivative 2"
D03CTH,T46526,Biphenyl mannoside derivative 10
D05JAS,T46526,Biphenyl mannoside derivative 5
D0FT4P,T46526,Aryl mannoside derivative 3
D0L3JL,T46526,Aryl mannoside derivative 8
D07ZQS,T18551,Macrocycle derivative 9
D0I3ZW,T83193,PMID25666693-Compound-159
D0YR4E,T83193,PMID25666693-Compound-21
D0B0WJ,T83193,PMID25666693-Compound-51
D02NNZ,T76685,"1,2,4-triazole derivative 1"
D02SKQ,T64765,PMID29334795-Compound-28
D0JC8L,T83193,PMID25666693-Compound-31
D0UQ2G,T07173,Tri-substituted urea derivative 1
D00ODY,T83193,PMID25666693-Compound-95
D0R6FO,T46526,Aryl mannoside derivative 10
D0T6NX,T46526,Biphenyl mannoside derivative 29
D0Y0SI,T46526,Aryl mannoside derivative 7
D00XXZ,T07173,N-acylpiperidine ether derivative 1
D0AG2A,T84703,"Pyrrolo[2,3-d]pyrimidine derivative 4"
D0D3RS,T18551,Biaryl compound 1
D0LA0Q,T83193,PMID25666693-Compound-162
D0U5ON,T83193,PMID25666693-Compound-125
D06FOF,T76685,Imidazole derivative 5
D0L1SV,T97035,Cyclohexyl carbamate derivative 4
D00YXA,T83193,PMID25666693-Compound-2
D03PYA,T97035,Cyclohexyl carbamate derivative 3
D0C8ZZ,T83193,PMID25666693-Compound-12
D0ZE1M,T83193,PMID25666693-Compound-107
D04DUF,T64765,Phenylsulfonyl derivative 2
D0I6RC,T13629,Benzyl phenyl ether derivative 2
D0JW7T,T76685,Amide derivative 1
D06YKN,T97035,Resorcinol compound 22
D04GIJ,T62841,Piperazine urea derivative 4
D04YKO,T62841,Piperidine derivative 2
D0H1JS,T62841,Piperazine urea derivative 3
D0S6SJ,T62841,Piperidine derivative 3
D07HOP,T46526,Alkyl mannoside derivative 9
D0AU4G,T07173,3-amino-5-benzyl-substituted indazole derivative 1
D0C1MZ,T83193,PMID25666693-Compound-10
D0HS1D,T83193,PMID25666693-Compound-20
D0JK2N,T83193,PMID25666693-Compound-22
D02OLJ,T07173,N-acylpiperidine ether derivative 7
D0F3HA,T97035,Cyclohexyl carbamate derivative 2
D0J2HH,T97035,Cyclohexyl carbamate derivative 1
D08CZY,T07173,PMID28270021-Compound-WO2016054807Example71
D0DQ5G,T07173,"Pyrrolo[3,2-c]pyridine derivative 1"
D02TOI,T76685,Tricyclic phytocannabinoid derivative 2
D0QF4W,T18551,Macrocycle derivative 7
D03ITZ,T46526,Aryl mannoside derivative 4
D09ZCA,T46526,Biphenyl mannoside derivative 24
D0G9KS,T46526,Aryl mannoside derivative 2
D0NB5P,T46526,Biphenyl mannoside derivative 8
D0VG0F,T46526,Biphenyl mannoside derivative 23
D02QJE,T83193,PMID25666693-Compound-23
D09UJB,T05880,PMID28350212-Compound-19
D0F4YX,T83193,PMID25666693-Compound-15
D0KB2Z,T83193,PMID25666693-Compound-1
D0NI2B,T18551,Macrocycle derivative 5
D0NM3D,T83193,PMID25666693-Compound-19
D0OA1P,T83193,PMID25666693-Compound-53
D0P0MR,T83193,PMID25666693-Compound-57
D0XX8R,T83193,PMID25666693-Compound-161
D0ZM8H,T83193,PMID25666693-Compound-18
D0O6VU,T83193,PMID25666693-Compound-92
D0CX1F,T76685,Sulfonylated piperazine derivative 1
D0ZN3M,T41141,PMID27998201-Compound-19
D07PIH,T76685,Pyrazole derivative 60
D0HE7X,T83193,PMID25666693-Compound-11
D0WO4T,T61746,PMID27998201-Compound-24
D0FR1Q,T76685,Sulfonylated piperazine derivative 3
D0WK8I,T76685,Sulfonylated piperazine derivative 2
D03WJB,T46526,Biphenyl mannoside derivative 25
D0RC7R,T97035,Resorcinol compound 9
D03BCV,T18551,Macrocycle derivative 6
D0J9CS,T83193,PMID25666693-Compound-59
D0R2QV,T83193,PMID25666693-Compound-122
D0T3TZ,T56418,Benzimidazole derivative 6
D0Z4QJ,T52624,PMID25623274-Compound-WO2014132220C1
D07UNH,T63512,Pyridine and pyrimidine derivative 1
D0B2VS,T13629,Benzyl phenyl ether derivative 1
D0R7JW,T18551,Macrocycle derivative 4
D01MSP,T13629,PMID30107136-Compound-Example3
D08ICT,T83193,PMID25666693-Compound-13
D0D4NX,T83193,PMID25666693-Compound-108
D00MLJ,T15776,Pyrazole derivative 61
D03RXE,T46526,Biphenyl mannoside derivative 3
D05WWX,T46526,Biphenyl mannoside derivative 14
D06WGO,T97035,Resorcinol compound 8
D0HD6C,T76685,"Tetra-hydro-1H-1,2,6-triazaazulene derivative 1"
D0N4TO,T46526,Biphenyl mannoside derivative 11
D0SW2Q,T76685,"Tetra-hydro-1H-1,2,6-triazaazulene derivative 2"
D0UE3F,T46526,Biphenyl mannoside derivative 28
D0UG9S,T46526,Biphenyl mannoside derivative 7
D0VB4T,T46526,Aryl mannoside derivative 9
D03ZOZ,T83193,PMID25666693-Compound-97
D06VYF,T83193,PMID25666693-Compound-3
D02JVX,T97035,Resorcinol compound 7
D00FJH,T07173,N-acylpiperidine ether derivative 4
D02BGU,T63512,Pyrido/pyrrolo-fused pyrimidine derivative 1
D0KC8X,T07173,Bicyclic heteroaryl benzamide derivative 5
D0C3RK,T07173,N-(phenylpyrazolyl)benzamide derivative 1
D04GCC,T07173,N-acylpiperidine ether derivative 6
D0H3ZG,T07173,Six-membered heterocyclic benzamide derivative 2
D0RR8O,T07173,"Pyrido[3,2-d]pyrimidine derivative 2"
D0GW5H,T97035,Polyhydroxy benzamide derivative 5
D0PN6U,T97035,PMID26815044-Compound-52
D03TWD,T13629,PMID30107136-Compound-Example4
D0RK4V,T13629,Aromatic acetylene derivative 1
D03BAY,T07173,N-acylpiperidine ether derivative 5
D07VFQ,T07173,Six-membered heterocyclic benzamide derivative 3
D04HCS,T83193,PMID25666693-Compound-93
D04NCC,T05880,PMID28350212-Compound-18
D0S3RX,T76685,"1,2,3-triazole derivative 1"
D09YKI,T97035,Polyhydroxy benzamide derivative 1
D0N5NV,T18551,Biaryl compound 2
D04ZZM,T97035,Resorcinol compound 21
D00XFT,T76685,Pyrazole derivative 53
D03TDK,T76685,Sulfonamide derivative 1
D05GMT,T15776,Pyridinone carboxamide derivative 1
D05NHA,T97035,Resorcinol compound 20
D06GOT,T07173,"Pyrrolo[2,3-b]pyridine derivative 2"
D06XWQ,T62841,Benzothiazine-carboxamide compound 2
D07HJT,T62841,Amidine compound 3
D07OVM,T62841,Benzothiazine-carboxamide compound 4
D0A3PP,T46526,Biphenyl mannoside derivative 4
D0AK6L,T62841,Amidine compound 4
D0E2AF,T61746,PMID27998201-Compound-2
D0GM6O,T46526,Biphenyl mannoside derivative 9
D0JT0B,T62841,Amidine compound 5
D0MI3E,T15776,PMID25684022-Compound-WO2008107444
D0P1VT,T15776,Pyrimidinone derivative 1
D0P7UB,T62841,Benzothiazine-carboxamide compound 1
D0P8SR,T07173,"Pyrrolo[2,3-b]pyridine derivative 1"
D0SU0E,T46526,Biphenyl mannoside derivative 1
D0VN2U,T62841,Amidine compound 1
D0WH1K,T62841,Amidine compound 2
D0Z7EV,T76685,Carboxamide derivative 1
D01PLJ,T83193,PMID25666693-Compound-58
D07EGF,T83193,PMID25666693-Compound-56
D0A2NA,T61746,PMID27998201-Compound-11
D0D2CF,T83193,PMID25666693-Compound-115
D0F5NQ,T83193,PMID25666693-Compound-65
D0JX4I,T83193,PMID25666693-Compound-62
D0O9GI,T83193,PMID25666693-Compound-63
D0P5SB,T83193,PMID25666693-Compound-49
D0QT8L,T07173,PMID28270021-Compound-WO2014129431Example8-1
D0WX4W,T83193,PMID25666693-Compound-120
D0Y9ST,T83193,PMID25666693-Compound-64
D0ZE6H,T07173,Six-membered heterocyclic benzamide derivative 1
D0DY5R,T07173,Bicyclic heteroaryl benzamide derivative 8
D01RTO,T97035,Polyhydroxy benzamide derivative 4
D0D2JW,T97035,Polyhydroxy benzamide derivative 3
D0IU1H,T83193,PMID25666693-Compound-52
D0I9FU,T07173,Bicyclic heteroaryl benzamide derivative 4
D0CH3F,T97035,Resorcinol compound 16
D0NR2A,T97035,Resorcinol compound 6
D03MKE,T97035,Resorcinol compound 15
D0KX8N,T76685,Diaryl morpholine derivative 1
D0MM1Y,T97035,Polyhydroxy benzamide derivative 2
D0Q8MQ,T62841,Benzothiazine-carboxamide compound 5
D07AJO,T07173,Bicyclic heteroaryl benzamide derivative 9
D0IT4N,T83193,PMID25666693-Compound-94
D0CY3U,T07173,Five membered heterocyclic benzamide derivative 3
D08OXD,T46526,Mannoside derivative 8
D0I2RS,T62841,PMID26936077-Compound-34
D00EUL,T07173,PMID28270021-Compound-WO2016054807Example82
D0DE5K,T83193,PMID25666693-Compound-42
D0K4SZ,T83193,PMID25666693-Compound-46
D0U3RD,T07173,"Pyrido[3,2-d]pyrimidine derivative 3"
D0E8UP,T83193,PMID25666693-Compound-69
D0HF1A,T07173,Bicyclic heteroaryl benzamide derivative 1
D0BR6D,T11388,PMID27998201-Compound-10
D07FIY,T83193,PMID25666693-Compound-50
D09GJQ,T37693,Tricyclic phytocannabinoid derivative 1
D0EC4Z,T07173,Six-membered heterocyclic benzamide derivative 4
D0U8YZ,T83193,PMID25666693-Compound-45
D0ZE5U,T15776,Indolinone derivative 1
D00BXK,T76685,Pyrazole derivative 39
D00XDN,T76685,Pyrazole derivative 40
D01PBX,T46526,Biphenyl mannoside derivative 6
D08EGT,T15776,PMID25684022-Compound-WO2008005457
D0CW1J,T76685,Pyrrole derivative 5
D0GW8L,T76685,Pyrrole derivative 2
D0H2GT,T76685,Pyrrole derivative 3
D0HD7S,T76685,Pyrrole derivative 6
D0M6PB,T76685,Pyrrole derivative 1
D0NB2K,T76685,Pyrrole derivative 4
D0T7QY,T76685,Pyrazole derivative 38
D0X7EQ,T97035,Resorcinol compound 19
D0ZJ4M,T97035,Resorcinol compound 3
D04ESH,T13629,PMID30107136-Compound-Example8
D0BO1H,T07173,PMID28270021-Compound-WO2016054807Example80
D0IN5E,T83193,PMID25666693-Compound-48
D0R2VB,T83193,PMID25666693-Compound-106
D0KA7I,T13629,PMID30107136-Compound-Example7
D09LWZ,T46526,Mannoside derivative 7
D01NJW,T97035,PMID26815044-Compound-31
D04ZLC,T76685,N-(arylalkyl)-1H-indole-2-sulfonic acid amide derivative 1
D0A0RM,T97035,PMID26815044-Compound-51
D0H4SE,T62841,Benzothiazine-carboxamide compound 6
D00QEZ,T83193,PMID25666693-Compound-60
D0X1OO,T83193,PMID25666693-Compound-39
D04BRW,T07173,Five membered heterocyclic benzamide derivative 2
D0RE0F,T46526,Biphenyl mannoside derivative 13
D0T4CF,T07173,Five membered heterocyclic benzamide derivative 1
D07PND,T76685,Diphenyl purine derivative 1
D06BSG,T15776,"Thieno[3,2-c]pyridine-7-carboxamide derivative 1"
D0P6ZB,T97035,Resorcinol compound 14
D0N6NG,T07173,Bicyclic heteroaryl benzamide derivative 7
D0DW3Z,T97035,PMID26815044-Compound-93
D04MPV,T76685,Pyrazole derivative 15
D06KKO,T97035,PMID26815044-Compound-50
D0M4EQ,T97035,PMID26815044-Compound-48
D0P7HQ,T76685,Pyrazole derivative 13
D0P7QA,T76685,Pyrazole derivative 14
D0Q5FS,T76685,Pyrazole derivative 18
D0RV2E,T76685,Pyrazole derivative 17
D0YW3K,T76685,Pyrazole derivative 16
D0P9KJ,T83193,PMID25666693-Compound-43
D0MU3S,T83193,PMID25666693-Compound-47
D09IYH,T76685,Pyrazole derivative 58
D0I5SD,T76685,Azetidine derivative 1
D00COH,T46526,Biaryl mannoside derivative 24
D0L2QZ,T46526,Biphenyl mannoside derivative 27
D0PI1Z,T97035,Resorcinol compound 13
D0F8BF,T07173,Bicyclic heteroaryl benzamide derivative 2
D04JCD,T07173,Six-membered heterocyclic benzamide derivative 6
D0FZ5R,T76685,"Imidazolidine-2,4-dione derivative 1"
D02SGL,T97035,PMID26815044-Compound-49
D04HEW,T97035,PMID26815044-Compound-32
D0JC3U,T97035,Resorcinol compound 11
D04FRL,T83193,PMID25666693-Compound-44
D06JHW,T83193,PMID25666693-Compound-37
D0TL2C,T97035,Resorcinol compound 18
D03GFZ,T15776,"Thieno[3,2-c]pyridine-7-carboxamide derivative 2"
D0O0GZ,T07173,Bicyclic heteroaryl benzamide derivative 3
D03KAV,T46526,Biphenyl mannoside derivative 12
D03YFL,T83193,PMID25666693-Compound-71
D0IB8D,T46526,PMID26651364-Compound-117a
D02MMG,T15776,Pyrimidine derivative 3
D0Z1YF,T46526,Biphenyl mannoside derivative 16
D00OLY,T83193,PMID25666693-Compound-149
D05YAD,T38284,PMID25656651-Compound-11c
D0DC7I,T38284,PMID25656651-Compound-11b
D0JT8B,T83193,PMID25666693-Compound-147
D0K3KM,T83193,PMID25666693-Compound-148
D0M6WW,T18551,PMID30107136-Compound-Example11
D0N0QN,T83193,PMID25666693-Compound-146
D0OW1V,T46526,Biaryl mannoside derivative 25
D0S2ME,T76685,Pyrazoline derivative 5
D0W6ZO,T97035,PMID26815044-Compound-30
D0X0RV,T97035,PMID26815044-Compound-47
D0Y4EU,T38284,PMID25656651-Compound-11a
D03QAW,T83193,PMID25666693-Compound-61
D07EAV,T83193,PMID25666693-Compound-41
D09ZWU,T83193,PMID25666693-Compound-40
D0EH2T,T83193,PMID25666693-Compound-118
D05MRY,T07173,Six-membered heterocyclic benzamide derivative 7
D0DF6B,T76685,Azetidine-1-carboxamide derivative 1
D01AYP,T13629,Bromo benzyl ether derivative 1
D0TZ2W,T83193,PMID25666693-Compound-38
D0UN4M,T07173,Six-membered heterocyclic benzamide derivative 5
D03WXM,T46526,C-linked disaccharide biphenyl mannoside derivative 4
D0XH4K,T46526,C-linked disaccharide biphenyl mannoside derivative 3
D0N0XU,T76685,Pyrazole derivative 29
D0HE3B,T46526,Biphenyl mannoside derivative 18
D0F8PG,T64765,PMID29334795-Compound-21
D0I9VU,T05880,PMID28350212-Compound-20
D01WWN,T76685,Pyrazole derivative 57
D04NXG,T46526,PMID26651364-Compound-128
D0US5I,T46526,C-linked disaccharide biphenyl mannoside derivative 2
D04UHW,T15776,PMID25684022-Compound-WO2008079988
D06LLS,T15776,PMID25684022-Compound-WO2009153313
D0B3CU,T46526,C-linked disaccharide biphenyl mannoside derivative 5
D0YM1M,T83193,PMID25666693-Compound-67
D0ZZ8F,T83193,PMID25666693-Compound-68
D0Q9AD,T76685,Pyrazole derivative 59
D05AZE,T46526,Biphenyl mannoside derivative 30
D06PNN,T46526,Biaryl mannoside derivative 26
D0E9GD,T46526,Biphenyl mannoside derivative 15
D0N2AI,T46526,Biphenyl mannoside derivative 19
D0RZ5E,T46526,Biphenyl mannoside derivative 17
D0H4CL,T46526,C-linked disaccharide biphenyl mannoside derivative 1
D0F6TN,T46526,Mannoside derivative 6
D0I0VJ,T76685,Pyrazole derivative 3
D0GV5G,T83193,PMID25666693-Compound-66
D0V5BV,T76685,Benzimidazole derivative 1
D0QL0X,T46526,Biaryl mannoside derivative 23
D0W7VE,T46526,Biphenyl mannoside derivative 20
D0K6GI,T76685,Benzimidazole derivative 2
D02XNH,T46526,C-linked disaccharide biphenyl mannoside derivative 6
D03EEA,T83193,PMID25666693-Compound-70
D0A5OT,T13629,Aromatic ethylene derivative 1
D0P7LP,T76685,Azetidine derivative 3
D05TQG,T76685,Pyrazole derivative 30
D0M2RT,T76685,Pyrazole derivative 2
D0D6HS,T46526,Mannoside derivative 12
D0H7UR,T46526,Mannoside derivative 11
D0OQ2R,T46526,Mannoside derivative 1
D0Q7QK,T46526,Mannoside derivative 13
D0TI3Q,T76685,"1,2,4,5-tetra-substituted imidazole derivative 2"
D06MPH,T76685,Pyrazole derivative 28
D0FS0D,T76685,"1,2,3-triazole derivative 2"
D0F1DK,T76685,Pyridotriazolopyrimidine derivative 1
D0J5XM,T76685,"Pyrido[2,3-d]pyrimidine derivative 1"
D0X8AB,T46526,Mannoside derivative 4
D03GLK,T76685,Imidazole derivative 1
D02SNQ,T76685,Pyrazole derivative 8
D04KUJ,T76685,Purine derivative 1
D06CEA,T76685,Purine derivative 3
D06STK,T76685,Purine derivative 2
D07SYY,T76685,"Pyrazolo[1,5-a]pyrimidine derivative 3"
D0B6NT,T76685,"Pyrazolo[1,5-a]pyrimidine derivative 11"
D0BS3E,T46526,Biphenyl mannoside derivative 21
D0EQ3O,T76685,"Pyrazolo[1,5-a]pyrimidine derivative 4"
D0G8LH,T76685,"Pyrazolo[1,5-a]pyrimidine derivative 8"
D0GX6V,T76685,Pyrazole derivative 1
D0OT3G,T76685,"Pyrazolo[1,5-a]pyrimidine derivative 10"
D0U6PA,T76685,"Pyrazolo[1,5-a]pyrimidine derivative 9"
D0XP5X,T46526,Mannoside derivative 5
D0Z1ZA,T46526,Mannoside derivative 2
D05VIN,T76685,Imidazole derivative 2
D0ET9M,T46526,Biaryl mannoside derivative 30
D0IR8B,T15776,Benzonaphthyridine derivative 2
D0U3IS,T15776,Benzonaphthyridine derivative 1
D0LZ1W,T46526,PMID26651364-Compound-122
D0PJ7M,T15776,"1,2-dihydroindazolo[4,3-bc][1,5]benzoxazepine derivative 1"
D03WCJ,T76685,"4-methyl-4,5-dihydro-1H-pyrazole-3-carboxamide derivative 1"
D0GH4B,T76685,"Pyrazolo[1,5-a]pyrimidine derivative 13"
D07NAA,T76685,Sulfonylated piperazine derivative 4
D0K7TE,T46526,Biaryl mannoside derivative 27
D0RC5I,T76685,Azetidine derivative 4
D0KX2W,T76685,"1,2,4,5-tetra-substituted imidazole derivative 1"
D0UA6W,T76685,Pyrazole derivative 33
D02AAD,T46526,Biaryl mannoside derivative 31
D0L2MA,T76685,"Pyrazolo[1,5-a]pyrimidine derivative 12"
D05HKC,T46526,PMID26651364-Compound-123
D04VGR,T68290,PMID27998201-Compound-9
D03FDN,T76685,PMID26161824-Compound-69
D0LH9E,T76685,"Imidazolidine-2,4-dione derivative 2"
D0U3YY,T76685,"Pyrano[2,3-b]pyridine derivative 2"
D0V0UW,T76685,Pyridotriazolopyrimidine derivative 2
D07RAA,T46526,PMID26651364-Compound-119
D0R7YN,T46526,Mannoside derivative 3
D0I1XE,T76685,Diphenyl purine derivative 3
D0D5MQ,T76685,Pyrazole derivative 27
D0BI0F,T76685,Imidazole derivative 3
D04BXA,T76685,Pyrazole derivative 32
D0DE0C,T76685,Diphenyl purine derivative 2
D0KD5X,T76685,Pyrazole derivative 31
D07GJH,T76685,PMID26161824-Compound-68
D0ZE8B,T76685,Azetidine-1-carboxamide derivative 2
D0O4RN,T76685,Sulfonylated piperazine derivative 5
D0K3FJ,T76685,Imidazole derivative 6
D0JK3V,T76685,Imidazole derivative 4
D0BB2F,T76685,Pyrazole derivative 26
D00TBI,T76685,Imidazole derivative 7
D05GDS,T76685,N-(arylalkyl)-1H-indole-2-sulfonic acid amide derivative 2
